# x 	 avg 	 error 
26900	26517.7152766	0.0142113280082
27000	26612.2173915	0.014362318833
27100	26702.794821	0.0146570176745
27200	26792.444027	0.0149836754761
27300	26877.1411994	0.0154893333562
27400	26970.2626461	0.0156838450312
27500	27059.1119023	0.0160322944626
27600	27159.5686202	0.0159576586882
27700	27250.580058	0.0162245466441
27800	27365.5330578	0.015628307275
27900	27473.1870662	0.0152979546164
28000	27563.2997668	0.0155964368995
28100	27654.5339851	0.0158528830926
28200	27737.6288787	0.0163961390531
28300	27824.2865057	0.0168096641102
28400	27921.3441044	0.01685408083
28500	28015.1559171	0.0170120730849
28600	28103.7267855	0.0173522102963
28700	28198.5694448	0.017471447917
28800	28299.4046581	0.0173817827035
28900	28389.1909924	0.0176750521668
29000	28487.2640479	0.0176805500737
29100	28588.3087947	0.0175838902178
29200	28687.7598317	0.0175424715187
29300	28786.6279146	0.0175212315823
29400	28889.6221029	0.0173597924192
29500	28986.1264578	0.01741944211
29600	29081.9891087	0.0175003679509
29700	29181.4078404	0.017461015476
29800	29293.413345	0.0169995521828
29900	29382.6424798	0.0173029270956
30000	29493.2419541	0.0168919348643
30100	29592.5941495	0.0168573372274
30200	29698.7350421	0.0165981774134
30300	29797.0583644	0.016598733848
30400	29891.7731681	0.0167179878926
30500	29989.8849558	0.016725083418
30600	30084.3124017	0.0168525358923
30700	30178.06979	0.0170009840381
30800	30272.9057005	0.0171134512815
30900	30372.8235809	0.0170607255383
31000	30466.3118895	0.0172157454984
31100	30552.6961816	0.0175981935163
31200	30648.7005768	0.0176698533072
31300	30751.1054306	0.0175365677119
31400	30850.2025189	0.0175094739205
31500	30945.12741	0.0176150028565
31600	31037.1722023	0.0178110062565
31700	31139.2547038	0.0176891260618
31800	31227.2434144	0.0180112133839
31900	31325.7062152	0.0180029399633
32000	31425.7469515	0.0179454077656
32100	31528.3106597	0.0178096367704
32200	31636.1444437	0.0175110421222
32300	31725.8967883	0.0177740932401
32400	31834.3981206	0.0174568481286
32500	31932.9222035	0.0174485475839
32600	32024.4161197	0.0176559472498
32700	32120.5487087	0.0177202229761
32800	32221.8416037	0.0176267803743
32900	32322.6695027	0.0175480394329
33000	32417.6153883	0.0176480185367
33100	32518.274652	0.0175747839284
33200	32627.0346043	0.0172579938459
33300	32724.2681812	0.0172892438082
33400	32818.8394512	0.0174000164326
33500	32925.1009437	0.0171611658591
33600	33011.2901384	0.0175211268346
33700	33121.7655018	0.0171582937148
33800	33219.5273803	0.0171737461462
33900	33300.1949241	0.0176933650715
34000	33386.6155721	0.0180407184689
34100	33479.0388223	0.0182100052112
34200	33588.2835462	0.0178864460174
34300	33677.6799436	0.0181434418768
34400	33772.7116488	0.0182351264892
34500	33881.4748298	0.0179282658029
34600	33973.3615306	0.0181109384231
34700	34065.1984389	0.0182939931146
34800	34175.1074543	0.0179566823463
34900	34267.2505928	0.0181303555071
35000	34360.993092	0.018257340229
35100	34458.2227047	0.0182842534281
35200	34548.5185845	0.018507994758
35300	34644.6043826	0.0185664480857
35400	34741.1253504	0.0186122782376
35500	34836.3716635	0.0186937559565
35600	34934.1865244	0.018702625719
35700	35033.196492	0.0186779694112
35800	35128.4896309	0.0187572728802
35900	35207.296711	0.0192953562386
36000	35304.5842031	0.0193171054701
36100	35397.9784599	0.0194465800575
36200	35486.5309513	0.0197090897423
36300	35581.3969108	0.0197962283527
36400	35672.5568872	0.0199847009014
36500	35758.4009255	0.0203177828632
36600	35835.859283	0.0208781616669
36700	35932.1968348	0.0209210671716
36800	36047.48416	0.0204487999997
36900	36144.3465239	0.0204784139861
37000	36240.804892	0.0205187867033
37100	36317.448981	0.0210930193803
37200	36403.1137553	0.0214216732456
37300	36502.7072324	0.0213751412216
37400	36606.2801338	0.0212224563166
37500	36697.7876902	0.0213923282621
37600	36787.267051	0.0216152380041
37700	36892.6732718	0.0214145020752
37800	36983.2122348	0.0216081419359
37900	37064.7770746	0.0220375442071
38000	37165.8600008	0.0219510526107
38100	37276.5706883	0.0216123178917
38200	37372.9016434	0.0216517894393
38300	37459.2821585	0.0219508574811
38400	37561.0289816	0.0218482036047
38500	37643.144339	0.0222559911952
38600	37750.7778697	0.0220005733249
38700	37853.9895008	0.0218607364125
38800	37937.8846839	0.0222194669105
38900	38031.4013203	0.0223290149029
39000	38134.7707993	0.0221853641193
39100	38220.0640871	0.0225047548044
39200	38326.6509167	0.0222793133505
39300	38409.0141231	0.022671396359
39400	38507.0703762	0.0226631884226
39500	38626.0328439	0.0221257507867
39600	38732.0836882	0.02191707858
39700	38828.0120316	0.0219644324546
39800	38920.0410825	0.0221095205401
39900	39007.6095523	0.0223656753822
40000	39097.6296517	0.0225592587072
40100	39191.3109561	0.0226605746608
40200	39301.098206	0.0223607411453
40300	39388.3346923	0.0226219679327
40400	39498.4357213	0.0223159474921
40500	39599.354339	0.0222381644696
40600	39685.9511327	0.0225135188984
40700	39786.4862172	0.0224450560888
40800	39881.9155115	0.0225020707977
40900	39982.9852356	0.0224208988845
41000	40086.6552773	0.0222767005536
41100	40159.8418503	0.0228748941539
41200	40254.2554809	0.0229549640562
41300	40350.4549574	0.022991405391
41400	40441.9738954	0.0231407271646
41500	40529.9525601	0.0233746371056
41600	40617.0335581	0.023629001008
41700	40710.4524848	0.0237301562394
41800	40817.7574104	0.0234986265445
41900	40906.3112414	0.0237157221615
42000	41006.6577557	0.0236510058167
42100	41125.5700906	0.0231456035488
42200	41232.9101627	0.0229168207896
42300	41322.7686532	0.0231023959049
42400	41409.9806055	0.0233495140224
42500	41516.7692359	0.0231348415085
42600	41616.6719107	0.0230828189983
42700	41718.2444932	0.0229919322445
42800	41827.1931656	0.022729131645
42900	41911.7750022	0.0230355477344
43000	42002.9264946	0.0231877559389
43100	42087.7705243	0.0234856026842
43200	42217.0291197	0.0227539555636
43300	42307.5941615	0.0229193034293
43400	42409.992645	0.0228112293784
43500	42516.8880274	0.0226002752323
43600	42604.7599766	0.0228266060403
43700	42708.6707523	0.0226848798094
43800	42807.3441845	0.0226633747835
43900	42916.1034831	0.0224122213413
44000	43021.934488	0.022228761637
44100	43117.2407471	0.0222847903149
44200	43218.5236847	0.0222053465008
44300	43304.5231365	0.0224712610263
44400	43392.6631175	0.0226877676245
44500	43492.2072351	0.0226470284253
44600	43572.0856735	0.0230474064244
44700	43644.4910782	0.0236131749837
44800	43734.7796549	0.0237772398459
44900	43837.7638031	0.0236578217568
45000	43926.9071721	0.0238465072874
45100	44021.9128873	0.0239043705689
45200	44120.1233282	0.023891076809
45300	44217.182504	0.0239032559824
45400	44337.3890253	0.0234055280768
45500	44430.4058206	0.0235075643827
45600	44509.1382807	0.0239224061251
45700	44607.7263362	0.0239009554444
45800	44693.0957271	0.0241682155657
45900	44776.390113	0.024479518235
46000	44862.5510029	0.0247271521102
46100	44938.7259273	0.0251903269569
46200	45009.914188	0.0257594331598
46300	45084.874905	0.0262446024827
46400	45182.3367742	0.0262427419352
46500	45266.1697361	0.0265339841709
46600	45346.8464003	0.0268917081476
46700	45442.1552889	0.0269345762539
46800	45550.079231	0.0267077087393
46900	45632.9125405	0.0270167901806
47000	45724.4196874	0.0271400066508
47100	45845.7360761	0.0266298073019
47200	45944.7850129	0.0265935378632
47300	46034.1234656	0.0267627174292
47400	46114.8791234	0.0271122547805
47500	46218.8228262	0.0269721510281
47600	46307.603749	0.0271511817442
47700	46402.0835591	0.0272099882779
47800	46488.6378503	0.0274343545971
47900	46572.9936847	0.0277036809044
48000	46679.4537342	0.0275113805372
48100	46784.0155563	0.0273593439429
48200	46874.4303127	0.0275014457944
48300	46958.5647406	0.0277729867373
48400	47064.0147021	0.0276030020226
48500	47152.8527698	0.0277762315505
48600	47247.0825234	0.0278378081601
48700	47350.1999201	0.0277166340851
48800	47448.0285648	0.0277043326891
48900	47553.6226126	0.0275332799059
49000	47628.2816824	0.0279942513791
49100	47711.331885	0.0282824463335
49200	47792.6875493	0.0286039116005
49300	47870.2492449	0.0290010295157
49400	47961.9205431	0.0291109201803
49500	48056.7429058	0.0291567089732
49600	48161.9417305	0.0289931102722
49700	48268.2037977	0.0288087767072
49800	48352.0007907	0.0290762893443
49900	48458.1492995	0.028894803617
50000	48556.78655	0.0288642690001
50100	48640.0568368	0.0291405820999
50200	48733.7610478	0.0292079472547
50300	48826.1380626	0.0293014301664
50400	48919.1368537	0.0293822052831
50500	49008.7379217	0.0295299421438
50600	49113.8409032	0.0293707331381
50700	49203.4344417	0.0295180583491
50800	49300.2824796	0.0295219984335
50900	49408.0090972	0.0293121984824
51000	49489.0270885	0.0296269198331
51100	49582.2081667	0.0297023842136
51200	49676.9753632	0.0297465749374
51300	49762.1879062	0.0299768439343
51400	49864.532675	0.029872905155
51500	49960.2924696	0.0298972335996
51600	50060.4080157	0.0298370539585
51700	50131.0510435	0.0303471751745
51800	50225.4578853	0.030396565921
51900	50299.4193919	0.0308397034324
52000	50390.8552732	0.0309450909007
52100	50481.9374575	0.0310568626191
52200	50570.118204	0.0312237891955
52300	50674.6993304	0.031076494638
52400	50764.5974783	0.0312099717878
52500	50855.2809893	0.0313279811555
52600	50944.5979539	0.0314715217884
52700	51069.9802076	0.030930166839
52800	51162.2689421	0.0310176336719
52900	51256.1227187	0.0310751849022
53000	51352.2648212	0.0310893429959
53100	51437.6527981	0.031305973671
53200	51520.7205998	0.0315654022594
53300	51625.6942151	0.0314128665087
53400	51712.1211827	0.0316082175528
53500	51796.5919877	0.0318394020999
53600	51903.1129378	0.0316583407132
53700	51991.2530459	0.0318202412309
53800	52077.0100133	0.0320258361845
53900	52196.4803824	0.0316051877108
54000	52293.0631533	0.0316099416063
54100	52394.0641322	0.0315330104945
54200	52488.6600001	0.0315745387428
54300	52614.6622518	0.0310375275918
54400	52706.9110105	0.0311229593656
54500	52799.6804748	0.0311985233983
54600	52872.0071181	0.03164822128
54700	52957.7198031	0.0318515575305
54800	53044.8130295	0.0320289593154
54900	53146.2781933	0.0319439309061
55000	53236.025531	0.0320722630726
55100	53332.4185713	0.0320795177621
55200	53404.8056012	0.0325216376599
55300	53493.1102661	0.0326743170686
55400	53579.8636983	0.0328544458786
55500	53661.2402846	0.0331308056821
55600	53768.6135125	0.0329386058902
55700	53883.0002269	0.0326211808458
55800	54011.0231725	0.0320605166213
55900	54087.6732589	0.0324208719335
56000	54203.8812659	0.032073548823
56100	54321.72692	0.0316982723709
56200	54390.9119577	0.0321901786892
56300	54459.9318042	0.0326832716845
56400	54549.7391269	0.0328060438494
56500	54633.6647458	0.0330324823754
56600	54738.4073578	0.032890329368
56700	54820.6586875	0.0331453494276
56800	54928.7584593	0.0329443933224
56900	55047.2829243	0.0325609327897
57000	55131.6837067	0.0327774788292
57100	55213.2426367	0.0330430361345
57200	55313.4688228	0.0329813142867
57300	55437.536108	0.0325037328448
57400	55532.8631631	0.0325285163221
57500	55629.4380149	0.0325315127846
57600	55688.9730814	0.0331775506707
57700	55786.1510924	0.0331689585375
57800	55909.6505071	0.0327050085281
57900	56004.1790337	0.0327430218704
58000	56082.4169323	0.0330617770289
58100	56169.7959446	0.0332221007815
58200	56252.6308454	0.0334599511106
58300	56365.0019707	0.0331903607087
58400	56442.8745309	0.0335124224166
58500	56535.7816131	0.0335763826812
58600	56619.02885	0.0338049684292
58700	56712.5474915	0.0338577940124
58800	56830.8768824	0.0334884883949
58900	56933.0062522	0.0333954795885
59000	57025.5529631	0.0334652040151
59100	57100.1005446	0.0338392462848
59200	57202.6916407	0.0337383168798
59300	57318.4631059	0.0334154619581
59400	57420.9543032	0.0333172676228
59500	57515.5949472	0.033351345425
59600	57595.1543487	0.033638349854
59700	57683.6636695	0.0337744778977
59800	57745.1041101	0.0343628075237
59900	57852.7108246	0.03417845034
60000	57940.4326918	0.0343261218026
60100	57998.7357481	0.034962799532
60200	58077.7529033	0.0352532740323
60300	58179.9263625	0.0351587667903
60400	58257.559339	0.0354708718711
60500	58337.0939566	0.035750513114
60600	58428.7810678	0.0358286952505
60700	58542.1643666	0.0355491867121
60800	58636.4527463	0.0355846587787
60900	58719.8850171	0.0357982755811
61000	58814.6147853	0.0358259871256
61100	58928.6179008	0.0355381685631
61200	59009.1707649	0.0357978633192
61300	59099.5939071	0.0358956948278
61400	59187.5591419	0.0360332387311
61500	59277.0333763	0.036145798759
61600	59376.9527204	0.0360884298638
61700	59459.9753989	0.0363050988834
61800	59578.5672542	0.0359455136869
61900	59661.366346	0.0361653255898
62000	59779.0948166	0.0358210513453
62100	59852.145024	0.0361973426085
62200	59932.502516	0.0364549434723
62300	60066.5795569	0.035849445314
62400	60167.3025192	0.0357804083458
62500	60257.4148917	0.0358813617322
62600	60345.709857	0.0360110246486
62700	60436.6084844	0.0360987482548
62800	60540.7478978	0.0359753519456
62900	60638.8814219	0.0359478311297
63000	60715.6848513	0.0362589706139
63100	60800.8465747	0.0364366628413
63200	60905.6951819	0.0363022914254
63300	61001.4627249	0.0363118052936
63400	61089.4103152	0.0364446322517
63500	61194.1288074	0.0363129321677
63600	61308.7890987	0.0360253286374
63700	61410.1549288	0.0359473323578
63800	61504.3924287	0.0359813098955
63900	61583.8963859	0.0362457529599
64000	61700.7283921	0.0359261188738
64100	61827.3905965	0.035454124859
64200	61954.0979715	0.0349828976407
64300	62037.867552	0.0351809089891
64400	62155.7021509	0.0348493454822
64500	62282.0176136	0.0343873238208
64600	62387.5981834	0.03424770614
64700	62463.0636016	0.0345739783367
64800	62543.0038834	0.0348301869852
64900	62636.7604378	0.0348727205263
65000	62738.3647976	0.0347943877289
65100	62820.202456	0.0350199315507
65200	62922.29739	0.0349340891109
65300	63005.164313	0.0351429661098
65400	63118.4047134	0.034886778083
65500	63183.4840778	0.0353666553003
65600	63255.386352	0.0357410617073
65700	63373.2851485	0.0354142290938
65800	63467.9843769	0.0354409669163
65900	63528.2223667	0.0359905558916
66000	63601.2596084	0.0363445513885
66100	63706.0094343	0.0362177090121
66200	63809.1111007	0.0361161465154
66300	63863.471739	0.0367500491861
66400	63982.5209326	0.0364078172803
66500	64087.6879986	0.036275368442
66600	64197.940236	0.0360669634237
66700	64258.2049235	0.0366086218367
66800	64339.3963654	0.036835383752
66900	64431.5048074	0.0368982838957
67000	64491.8798153	0.0374346296225
67100	64636.2848846	0.0367170658029
67200	64731.4926761	0.0367337399388
67300	64820.1254982	0.0368480609476
67400	64920.0247729	0.0367948846744
67500	65015.6386361	0.0368053535396
67600	65089.6900377	0.0371347627555
67700	65159.5685052	0.037524837441
67800	65257.5325266	0.0374995202569
67900	65347.1644157	0.0375969894593
68000	65471.697203	0.037180923485
68100	65563.2597558	0.0372502238499
68200	65666.8064872	0.0371435998944
68300	65783.2550907	0.0368483881304
68400	65843.6128575	0.0373740810302
68500	65927.4130099	0.0375560144538
68600	66044.7755926	0.0372481692034
68700	66187.2057833	0.0365763350317
68800	66259.6733961	0.0369233518007
68900	66326.9977754	0.0373440090648
69000	66453.6080121	0.0369042317086
69100	66558.352802	0.0367821591609
69200	66674.8286078	0.0364909160717
69300	66767.8601628	0.0365388143892
69400	66873.0402003	0.0364115244917
69500	66973.3417765	0.0363547945832
69600	67032.7491323	0.0368857883297
69700	67130.3556489	0.036867207333
69800	67193.2866587	0.037345463343
69900	67260.8824105	0.0377556164455
70000	67326.3165641	0.038195477656
70100	67423.2824797	0.0381842727579
70200	67529.2746829	0.0380445201867
70300	67616.7220054	0.0381689615159
70400	67699.0962442	0.0383651101679
70500	67792.0416975	0.0384107560634
70600	67911.3535969	0.0380828102425
70700	68046.5999008	0.0375304115873
70800	68135.0069106	0.0376411453303
70900	68238.167795	0.0375434725664
71000	68325.6186142	0.0376673434625
71100	68420.6613606	0.0376840877552
71200	68510.0237526	0.0377805652727
71300	68601.3125809	0.037849753423
71400	68653.4514866	0.0384670660145
71500	68766.3587012	0.0382327454375
71600	68898.9021462	0.0377248303597
71700	68945.1487957	0.0384219135882
71800	68993.2457808	0.0390912843902
71900	69125.1066089	0.0385937884709
72000	69216.6335933	0.0386578667596
72100	69327.5291534	0.0384531324077
72200	69424.4359756	0.0384427150192
72300	69500.6062127	0.0387191395195
72400	69591.0275576	0.0387979619114
72500	69655.6387186	0.0392325693982
72600	69749.1819776	0.0392674658736
72700	69839.8821362	0.0393413736428
72800	69897.8966706	0.0398640567228
72900	69955.3938183	0.0403924030416
73000	70039.3765348	0.0405564858252
73100	70162.7816799	0.040180825172
73200	70282.2363528	0.0398601591147
73300	70410.1266211	0.0394252848413
73400	70484.3853159	0.0397222709005
73500	70587.0549797	0.0396319050383
73600	70662.6636414	0.0399094613939
73700	70723.8593601	0.0403818268641
73800	70828.2431645	0.0402677077984
73900	70919.847697	0.0403268241267
74000	70996.8208684	0.0405835017786
74100	71097.4174386	0.0405206823407
74200	71177.5486005	0.0407338463547
74300	71239.6352947	0.0411892961685
74400	71306.3643833	0.0415811238801
74500	71390.0525166	0.0417442615216
74600	71472.4631749	0.0419240861269
74700	71548.2597807	0.0421919708068
74800	71627.3519863	0.0424150803966
74900	71770.1807804	0.0417866384453
75000	71841.4608493	0.0421138553422
75100	71990.736074	0.041401650147
75200	72090.6416485	0.0413478504191
75300	72178.7283886	0.0414511502173
75400	72306.7158748	0.0410249883979
75500	72435.0186715	0.0405957791853
75600	72509.7494999	0.0408763293664
75700	72573.5089802	0.0413010702753
75800	72683.6004189	0.0411134509374
75900	72804.7403521	0.0407807595241
76000	72882.6585298	0.0410176509239
76100	72932.364837	0.0416246407751
76200	73020.7478353	0.0417224693531
76300	73107.0577953	0.0418472110706
76400	73149.1451548	0.0425504560895
76500	73208.7002469	0.0430235261848
76600	73286.7899543	0.043253394852
76700	73447.6632565	0.0424033473723
76800	73548.6615067	0.0423351366309
76900	73649.6697613	0.0422669731953
77000	73759.1647346	0.0420887696804
77100	73874.8092081	0.0418312683769
77200	74012.9716925	0.041282750097
77300	74094.2612181	0.0414713943323
77400	74167.6338321	0.0417618367944
77500	74249.8718438	0.0419371374988
77600	74296.0091836	0.0425772012416
77700	74351.4387284	0.043096026662
77800	74436.6679845	0.0432304886315
77900	74529.6829732	0.0432646601649
78000	74617.424033	0.0433663585509
78100	74782.4647422	0.0424780442746
